timestamp_s,elapsed_s,known_axial_force,Sensor0_voltage,Sensor1_voltage,Sensor2_voltage
1779279282.0787215,4.76837158203125e-07,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279282.2344651,0.15574407577514648,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279282.251469,0.17274785041809082,0.0,0.8965047578958902,0.7650214675445,0.925930069150958
1779279282.2636545,0.18493342399597168,0.0,0.9066893423637126,0.7650214675445,0.8953696224581691
1779279282.2788887,0.20016765594482422,0.0,0.8965047578958902,0.7751990596908875,0.9157432535866903
1779279282.3292534,0.2505323886871338,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279282.3792858,0.3005647659301758,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279282.4292955,0.3505744934082031,0.0,0.9066893423637126,0.7650214675445,0.925930069150958
1779279282.4793868,0.4006657600402832,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279282.5290897,0.45036864280700684,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279282.5792868,0.500565767288208,0.0,0.9066893423637126,0.7548438753981124,0.925930069150958
1779279282.6290162,0.5502951145172119,0.0,0.9066893423637126,0.7751990596908875,0.8953696224581691
1779279282.678957,0.6002359390258789,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279282.7290716,0.6503505706787109,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279282.7789245,0.7002034187316895,0.0,0.8965047578958902,0.7650214675445,0.9055564380224297
1779279282.8289523,0.7502312660217285,0.0,0.9066893423637126,0.7548438753981124,0.925930069150958
1779279282.8790038,0.8002827167510986,0.0,0.9066893423637126,0.7751990596908875,0.9055564380224297
1779279282.9292812,0.850560188293457,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279282.9795396,0.9008185863494873,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279283.0292506,0.9505295753479004,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279283.0792522,1.0005311965942383,0.0,0.9066893423637126,0.7650214675445,0.925930069150958
1779279283.1293097,1.050588607788086,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279283.1793106,1.1005895137786865,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279283.2291963,1.150475263595581,0.0,0.8965047578958902,0.7751990596908875,0.9055564380224297
1779279283.279151,1.200429916381836,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279283.329154,1.2504329681396484,0.0,0.8965047578958902,0.7751990596908875,0.9055564380224297
1779279283.3789928,1.30027174949646,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279283.4292934,1.3505723476409912,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279283.4793103,1.4005892276763916,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279283.5293107,1.450589656829834,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279283.5792518,1.50053071975708,0.0,0.8965047578958902,0.7853766518372751,0.8953696224581691
1779279283.629272,1.550550937652588,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279283.6792746,1.6005535125732422,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279283.729319,1.6505980491638184,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279283.7792885,1.7005674839019775,0.0,0.916873926831542,0.7548438753981124,0.9157432535866903
1779279283.829302,1.7505810260772705,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279283.8790016,1.8002805709838867,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279283.9292877,1.8505666255950928,0.0,0.8965047578958902,0.7751990596908875,0.9055564380224297
1779279283.9792366,1.9005155563354492,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279284.029268,1.9505469799041748,0.0,0.8965047578958902,0.7751990596908875,0.9055564380224297
1779279284.0792732,2.000552177429199,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279284.1291804,2.050459384918213,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279284.1790414,2.100320339202881,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279284.2292204,2.1504993438720703,0.0,0.916873926831542,0.7548438753981124,0.9157432535866903
1779279284.2792554,2.2005343437194824,0.0,0.8863201734280608,0.7751990596908875,0.9055564380224297
1779279284.3292801,2.250559091567993,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279284.3792999,2.3005788326263428,0.0,0.8965047578958902,0.7751990596908875,0.9055564380224297
1779279284.4288406,2.3501195907592773,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279284.4792886,2.4005675315856934,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279284.529275,2.4505538940429688,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279284.5792665,2.5005455017089844,0.0,0.916873926831542,0.7548438753981124,0.9157432535866903
1779279284.6293263,2.550605297088623,0.0,0.8965047578958902,0.7548438753981124,0.9157432535866903
1779279284.6792774,2.6005563735961914,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279284.7294605,2.6507394313812256,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279284.7793107,2.700589656829834,0.0,0.8965047578958902,0.7751990596908875,0.9055564380224297
1779279284.8292706,2.750549554824829,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279284.8792539,2.800532817840576,0.0,0.8965047578958902,0.7650214675445,0.9055564380224297
1779279284.9292989,2.8505778312683105,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279284.9793012,2.9005801677703857,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279285.0291927,2.9504716396331787,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279285.0792618,3.0005407333374023,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279285.129134,3.050412893295288,0.0,0.8965047578958902,0.7751990596908875,0.9055564380224297
1779279285.1792936,3.1005725860595703,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279285.2293112,3.150590181350708,0.0,0.8965047578958902,0.7650214675445,0.9055564380224297
1779279285.2791111,3.200390100479126,0.0,0.916873926831542,0.7548438753981124,0.9055564380224297
1779279285.329307,3.2505860328674316,0.0,0.8965047578958902,0.7548438753981124,0.925930069150958
1779279285.3792999,3.3005788326263428,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279285.4292748,3.3505537509918213,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279285.4792306,3.4005095958709717,0.0,0.8965047578958902,0.7751990596908875,0.9157432535866903
1779279285.5291262,3.4504051208496094,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279285.5792308,3.500509738922119,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279285.6294606,3.5507395267486572,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279285.679338,3.600616931915283,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279285.7292898,3.650568723678589,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279285.7792695,3.7005484104156494,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279285.8291862,3.750465154647827,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279285.8796024,3.8008813858032227,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279285.9291222,3.8504011631011963,0.0,0.9066893423637126,0.7751990596908875,0.9055564380224297
1779279285.978972,3.9002509117126465,0.0,0.9066893423637126,0.7548438753981124,0.9157432535866903
1779279286.0292413,3.9505202770233154,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279286.0792356,4.000514507293701,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279286.1292849,4.050563812255859,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279286.1792881,4.100567102432251,0.0,0.8965047578958902,0.7650214675445,0.9055564380224297
1779279286.2289596,4.150238513946533,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279286.2792873,4.200566291809082,0.0,0.8965047578958902,0.7751990596908875,0.9055564380224297
1779279286.3292727,4.250551700592041,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279286.3792665,4.3005454540252686,0.0,0.8965047578958902,0.7650214675445,0.9157432535866903
1779279286.4295282,4.350807189941406,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279286.4792979,4.400576829910278,0.0,0.9066893423637126,0.7548438753981124,0.925930069150958
1779279286.5294688,4.450747728347778,0.0,0.9066893423637126,0.7650214675445,0.9055564380224297
1779279286.5793006,4.500579595565796,0.0,0.9066893423637126,0.7650214675445,0.9157432535866903
1779279286.629264,4.5505430698394775,0.0,0.8965047578958902,0.7751990596908875,0.9055564380224297
1779279286.6792436,4.600522518157959,0.0,0.8965047578958902,0.7650214675445,0.9055564380224297
