timestamp_s,elapsed_s,known_axial_force,Sensor0_voltage,Sensor1_voltage,Sensor2_voltage
1779279247.7172573,7.152557373046875e-07,4.16925,5.224953156722485,4.83605832609943,5.489623441940921
1779279247.871412,0.15415549278259277,4.16925,5.224953156722485,4.83605832609943,5.499810257505182
1779279247.888102,0.17084550857543945,4.16925,5.224953156722485,4.927656655416914,5.397942101862547
1779279247.8988886,0.18163204193115234,4.16925,5.204583987786833,5.0701429454663405,5.214579421705807
1779279247.9176018,0.20034527778625488,4.16925,5.153661065447693,5.283872380540476,5.000656294856277
1779279247.9679422,0.2506856918334961,4.16925,5.10273814310856,5.059965353319949,5.34700802404123
1779279248.0178165,0.30055999755859375,4.16925,5.265691494593796,5.049787761173565,5.184018975013018
1779279248.0677621,0.3505055904388428,4.16925,5.041630636301598,5.232984419808535,5.194205790577286
1779279248.1178052,0.40054869651794434,4.16925,5.2860606635294545,4.927656655416914,5.296073946219913
1779279248.167353,0.45009636878967285,4.16925,5.0619998052372495,5.273694788394085,5.143271712755968
1779279248.2174966,0.5002400875091553,4.16925,5.255506910125966,4.968367024002465,5.285887130655652
1779279248.267481,0.5502245426177979,4.16925,5.10273814310856,5.171918866930209,5.204392606141546
1779279248.3175704,0.6003139019012451,4.16925,5.194399403319004,5.0701429454663405,5.204392606141546
1779279248.3677633,0.6505067348480225,4.16925,5.092553558640731,5.171918866930209,5.234953052834335
1779279248.4177356,0.7004790306091309,4.16925,5.2860606635294545,5.009077392588015,5.173832159448757
1779279248.4677532,0.7504966259002686,4.16925,5.072184389705079,5.131208498344666,5.326634392912702
1779279248.5177596,0.8005030155181885,4.16925,5.1638456499155225,5.25333960410131,5.010843110420545
1779279248.5678618,0.8506052494049072,4.16925,5.194399403319004,4.886946286831364,5.489623441940921
1779279248.6177967,0.9005401134490967,4.16925,5.143476480979871,5.314405156979635,4.980282663727749
1779279248.6677773,0.9505207538604736,4.16925,5.153661065447693,4.998899800441631,5.377568470734019
1779279248.7178016,1.0005450248718262,4.16925,5.235137741190314,5.1006757219055,5.12289808162744
1779279248.7678058,1.0505492687225342,4.16925,5.143476480979871,5.1006757219055,5.245139868398596
1779279248.8178098,1.100553274154663,4.16925,5.184214818851181,5.151563682637434,5.153458528320229
1779279248.8678527,1.1505961418151855,4.16925,5.265691494593796,4.897123878977755,5.34700802404123
1779279248.9175045,1.2002480030059814,4.16925,4.949969376091147,5.395825894150736,5.0821508193703835
1779279248.9674554,1.2501988410949707,4.16925,5.357352754804239,4.9378342475633055,5.194205790577286
1779279249.0177839,1.3005273342132568,4.16925,5.10273814310856,4.978544616148856,5.499810257505182
1779279249.0680494,1.3507928848266602,4.16925,5.092553558640731,5.456891447029054,4.817293614699537
1779279249.1177797,1.4005231857299805,4.16925,5.265691494593796,4.693572036050011,5.632238859840605
1779279249.1678514,1.4505949020385742,4.16925,5.10273814310856,5.426358670589895,4.898788139213643
1779279249.2182364,1.5009799003601074,4.16925,5.123107312044212,5.049787761173565,5.3368212084769695
1779279249.2677777,1.5505211353302002,4.16925,5.296245247997277,4.91747906327053,5.306260761784181
1779279249.3178082,1.6005516052246094,4.16925,4.949969376091147,5.487424223468221,5.000656294856277
1779279249.3676877,1.6504311561584473,4.16925,5.39809109267555,4.703749628196395,5.428502548555336
1779279249.4178143,1.7005577087402344,4.16925,5.0110768828981165,5.375470709857961,5.092337634934651
1779279249.467822,1.750565528869629,4.16925,5.235137741190314,5.009077392588015,5.245139868398596
1779279249.5178337,1.800577163696289,4.16925,5.153661065447693,5.049787761173565,5.3368212084769695
1779279249.567802,1.8505454063415527,4.16925,5.153661065447693,5.232984419808535,5.061777188241862
1779279249.6177971,1.9005405902862549,4.16925,5.153661065447693,4.998899800441631,5.387755286298287
1779279249.667799,1.9505424499511719,4.16925,5.224953156722485,5.121030906198275,5.102524450498912
1779279249.7178216,2.0005650520324707,4.16925,5.041630636301598,5.161741274783825,5.306260761784181
1779279249.767828,2.0505714416503906,4.16925,5.316614416932936,4.98872220829524,5.173832159448757
1779279249.818176,2.100919485092163,4.16925,5.021261467365939,5.192274051222984,5.275700315091392
1779279249.8677893,2.1505327224731445,4.16925,5.275876079061625,5.059965353319949,5.112711266063172
1779279249.9178152,2.200558662414551,4.16925,5.082368974172908,5.0803205376127245,5.387755286298287
1779279249.967819,2.2505624294281006,4.16925,5.224953156722485,5.161741274783825,5.051590372677595
1779279250.0177717,2.3005151748657227,4.16925,5.10273814310856,5.02943257688079,5.397942101862547
1779279250.0678203,2.3505637645721436,4.16925,5.224953156722485,5.171918866930209,5.051590372677595
1779279250.1176453,2.400388717651367,4.16925,5.10273814310856,5.0701429454663405,5.357194839605498
1779279250.1680164,2.4507598876953125,4.16925,5.235137741190314,5.090498129759116,5.143271712755968
1779279250.2176244,2.5003678798675537,4.16925,5.072184389705079,5.171918866930209,5.265513499527124
1779279250.2677636,2.550507068634033,4.16925,5.265691494593796,4.98872220829524,5.2247662372700745
1779279250.317794,2.6005375385284424,4.16925,5.05181522076942,5.232984419808535,5.204392606141546
1779279250.3678052,2.6505486965179443,4.16925,5.224953156722485,5.02943257688079,5.2247662372700745
1779279250.4178205,2.700563907623291,4.16925,5.133291896512041,5.1006757219055,5.285887130655652
1779279250.467825,2.750568389892578,4.16925,5.143476480979871,5.192274051222984,5.12289808162744
1779279250.5179954,2.80073881149292,4.16925,5.224953156722485,4.9480118397096895,5.34700802404123
1779279250.5675597,2.8503031730651855,4.16925,5.092553558640731,5.263517196247701,5.102524450498912
1779279250.6177735,2.900516986846924,4.16925,5.235137741190314,4.968367024002465,5.306260761784181
1779279250.6678252,2.950568675994873,4.16925,5.123107312044212,5.14138609049105,5.234953052834335
1779279250.7178218,3.00056529045105,4.16925,5.1638456499155225,5.161741274783825,5.133084897191701
1779279250.7678638,3.050607204437256,4.16925,5.184214818851181,4.958189431856081,5.397942101862547
1779279250.8178828,3.100626230239868,4.16925,5.143476480979871,5.243162011954926,5.061777188241862
1779279250.8675416,3.150285005569458,4.16925,5.153661065447693,5.009077392588015,5.367381655169758
1779279250.9177852,3.200528621673584,4.16925,5.224953156722485,5.110853314051891,5.133084897191701
1779279250.9678073,3.2505507469177246,4.16925,5.072184389705079,5.161741274783825,5.255326683962863
1779279251.0178256,3.3005690574645996,4.16925,5.265691494593796,5.009077392588015,5.204392606141546
1779279251.067818,3.3505613803863525,4.16925,5.082368974172908,5.1820964590766,5.255326683962863
1779279251.1173913,3.400134801864624,4.16925,5.194399403319004,5.131208498344666,5.153458528320229
1779279251.1673682,3.4501116275787354,4.16925,5.174030234383352,5.02943257688079,5.306260761784181
1779279251.2175355,3.500278949737549,4.16925,5.1638456499155225,5.151563682637434,5.133084897191701
1779279251.26781,3.550553560256958,4.16925,5.123107312044212,5.1006757219055,5.285887130655652
1779279251.317808,3.6005513668060303,4.16925,5.224953156722485,5.049787761173565,5.204392606141546
1779279251.3681364,3.6508798599243164,4.16925,5.092553558640731,5.171918866930209,5.2247662372700745
1779279251.4180899,3.700833320617676,4.16925,5.224953156722485,5.049787761173565,5.214579421705807
1779279251.4677901,3.7505335807800293,4.16925,5.133291896512041,5.110853314051891,5.255326683962863
1779279251.5177672,3.8005106449127197,4.16925,5.1638456499155225,5.131208498344666,5.16364534388449
1779279251.5678213,3.85056471824646,4.16925,5.184214818851181,5.02943257688079,5.306260761784181
1779279251.6177845,3.9005279541015625,4.16925,5.143476480979871,5.192274051222984,5.153458528320229
1779279251.6682336,3.950977087020874,4.16925,5.184214818851181,5.049787761173565,5.255326683962863
1779279251.717814,4.0005574226379395,4.16925,5.174030234383352,5.090498129759116,5.2247662372700745
1779279251.7677894,4.050532817840576,4.16925,5.123107312044212,5.1820964590766,5.184018975013018
1779279251.8174462,4.100189685821533,4.16925,5.204583987786833,5.019254984734399,5.306260761784181
1779279251.8678238,4.150567293167114,4.16925,5.143476480979871,5.151563682637434,5.16364534388449
1779279251.917799,4.200542449951172,4.16925,5.1129227275763895,5.14138609049105,5.2247662372700745
1779279251.9678314,4.250574827194214,4.16925,5.245322325658144,4.998899800441631,5.265513499527124
1779279252.0178115,4.300554990768433,4.16925,5.0619998052372495,5.232984419808535,5.184018975013018
1779279252.06802,4.350763559341431,4.16925,5.245322325658144,4.998899800441631,5.245139868398596
1779279252.1178195,4.40056300163269,4.16925,5.123107312044212,5.121030906198275,5.255326683962863
1779279252.1677911,4.4505345821380615,4.16925,5.1638456499155225,5.171918866930209,5.133084897191701
1779279252.2177565,4.500499963760376,4.16925,5.204583987786833,4.968367024002465,5.387755286298287
1779279252.2678301,4.5505735874176025,4.16925,5.143476480979871,5.232984419808535,5.061777188241862
1779279252.3180816,4.600825071334839,4.16925,5.153661065447693,4.998899800441631,5.34700802404123
1779279252.3677628,4.650506258010864,4.16925,5.174030234383352,5.131208498344666,5.133084897191701
1779279252.4176538,4.700397253036499,4.16925,4.980523129494635,5.375470709857961,5.133084897191701
1779279252.4678035,4.750546932220459,4.16925,5.510121521821652,4.591796114586135,5.418315732991076
1779279252.5177534,4.800496816635132,4.16925,4.7360931022667785,5.7418640271279,4.959909032599228
1779279252.5678132,4.8505566120147705,4.16925,5.6119673664999254,4.601973706732519,5.275700315091392
1779279252.617811,4.900554418563843,4.16925,4.878677284816362,5.273694788394085,5.428502548555336
1779279252.6677623,4.95050573348999,4.16925,5.316614416932936,5.273694788394085,4.756172721313959
1779279252.7176967,5.0004401206970215,4.16925,5.10273814310856,4.6833944439036195,5.876722433382923
1779279252.7677972,5.0505406856536865,4.16925,5.153661065447693,5.650265697810415,4.4913155166431125
1779279252.8177717,5.100515127182007,4.16925,5.174030234383352,4.6833944439036195,5.774854277740289
1779279252.8677733,5.150516748428345,4.16925,5.235137741190314,5.273694788394085,4.898788139213643
1779279252.9178016,5.200545072555542,4.16925,4.980523129494635,5.263517196247701,5.245139868398596
1779279252.9677942,5.250537633895874,4.16925,5.38790650820772,4.76481518107472,5.387755286298287
1779279253.017823,5.3005664348602295,4.16925,4.970338545026806,5.487424223468221,4.959909032599228
1779279253.0682433,5.35098671913147,4.16925,5.275876079061625,4.856413510392205,5.397942101862547
1779279253.1181817,5.400925159454346,4.16925,5.194399403319004,5.151563682637434,5.143271712755968
1779279253.167781,5.450524568557739,4.16925,4.990707713962458,5.283872380540476,5.184018975013018
1779279253.2178555,5.500598907470703,4.16925,5.377721923739898,4.856413510392205,5.265513499527124
1779279253.2678063,5.550549745559692,4.16925,5.0110768828981165,5.25333960410131,5.2247662372700745
1779279253.3178093,5.600552797317505,4.16925,5.204583987786833,5.2024516433693755,5.061777188241862
1779279253.367598,5.650341510772705,4.16925,5.235137741190314,4.825880733953046,5.489623441940921
1779279253.4182522,5.700995683670044,4.16925,5.031446051833768,5.4670690391754455,4.908974954777911
1779279253.4677675,5.750510931015015,4.16925,5.296245247997277,4.8157031418066545,5.428502548555336
1779279253.5178025,5.800545930862427,4.16925,5.123107312044212,5.2024516433693755,5.16364534388449
1779279253.5677993,5.850542783737183,4.16925,5.082368974172908,5.273694788394085,5.0821508193703835
1779279253.6178124,5.900555849075317,4.16925,5.296245247997277,4.8055255496602705,5.4488761796838645
1779279253.6678107,5.950554132461548,4.16925,5.0110768828981165,5.4670690391754455,4.94972221703496
1779279253.7180088,6.000752210617065,4.16925,5.275876079061625,4.856413510392205,5.397942101862547
1779279253.768099,6.050842523574829,4.16925,5.143476480979871,5.171918866930209,5.16364534388449
1779279253.8177924,6.100535869598389,4.16925,5.082368974172908,5.243162011954926,5.143271712755968
